genus	reads	relative_abundance	percent
UBA6140	2	1.38132040417435e-05	0.00138132040417435
Wolbachia	2	1.38132040417435e-05	0.00138132040417435
Xanthobacter	2	1.38132040417435e-05	0.00138132040417435
Zhihengliuella	2	1.38132040417435e-05	0.00138132040417435
[Eubacterium] nodatum group	2	1.38132040417435e-05	0.00138132040417435
1174-901-12	1	6.90660202087175e-06	0.000690660202087175
2013Ark19i	1	6.90660202087175e-06	0.000690660202087175
Abditibacterium	1	6.90660202087175e-06	0.000690660202087175
Acidithiobacillus	1	6.90660202087175e-06	0.000690660202087175
Actimicrobium	1	6.90660202087175e-06	0.000690660202087175
Actinoalloteichus	1	6.90660202087175e-06	0.000690660202087175
Actinorectispora	1	6.90660202087175e-06	0.000690660202087175
